isFall,AccX(g)1,ΔAccX1,AccY(g)1,ΔAccY1,AccZ(g)1,ΔAccZ1,GyrX(d/s)1,ΔGyrX1,GyrY(d/s)1,ΔGyrY1,GyrZ(d/s)1,ΔGyrZ1,AccX(g)2,ΔAccX2,AccY(g)2,ΔAccY2,AccZ(g)2,ΔAccZ2,GyrX(d/s)2,ΔGyrX2,GyrY(d/s)2,ΔGyrY2,GyrZ(d/s)2,ΔGyrZ2,AccX(g)3,ΔAccX3,AccY(g)3,ΔAccY3,AccZ(g)3,ΔAccZ3,GyrX(d/s)3,ΔGyrX3,GyrY(d/s)3,ΔGyrY3,GyrZ(d/s)3,ΔGyrZ3,AccX(g)4,ΔAccX4,AccY(g)4,ΔAccY4,AccZ(g)4,ΔAccZ4,GyrX(d/s)4,ΔGyrX4,GyrY(d/s)4,ΔGyrY4,GyrZ(d/s)4,ΔGyrZ4,AccX(g)5,ΔAccX5,AccY(g)5,ΔAccY5,AccZ(g)5,ΔAccZ5,GyrX(d/s)5,ΔGyrX5,GyrY(d/s)5,ΔGyrY5,GyrZ(d/s)5,ΔGyrZ5
0,31.73,7.0,31.06,-15.0,31.74,-23.0,3901.46,-16.0,22.32,7.0,57.74,13.0,31.68,-14.0,31.06,-3.0,31.71,-3.0,3900.49,0.0,71.4,9.0,108.41,8.0,31.46,-5.0,31.13,-10.0,31.68,-32.0,3900.49,32.0,82.93,18.0,131.77,-5.0,31.17,12.0,31.31,10.0,31.55,-4.0,3900.49,0.0,88.29,-28.0,78.84,-14.0,31.32,2.0,31.25,-4.0,31.64,23.0,3902.44,-16.0,36.83,27.0,49.7,10.0
0,0.18,-45.0,31.85,5.0,31.96,17.0,3902.44,0.0,3990.06,-11.0,82.2,46.0,31.3,-22.0,31.22,-41.0,0.67,7.0,3904.39,-48.0,15.67,33.0,194.39,-6.0,30.64,-38.0,31.47,-1049.0,2.13,656.0,3905.37,-32.0,3897.38,-475.0,151.22,-410.0,31.29,13.0,31.35,44.0,0.56,-42.0,3903.41,0.0,3970.79,16.0,10.43,-8.0,31.65,6.0,31.52,0.0,0.44,-12.0,3901.46,16.0,3907.74,-6.0,2.93,-11.0
1,31.89,-11.0,31.2,-10.0,0.42,2.0,3905.37,-16.0,3994.39,5.0,3924.15,-10.0,31.81,-6.0,31.35,2.0,0.23,-14.0,3907.32,-32.0,3917.26,-9.0,3908.78,-2.0,31.72,10.0,31.24,15.0,0.19,2.0,3903.41,16.0,3963.72,-10.0,3925.12,15.0,31.65,-14.0,31.14,5.0,0.14,-15.0,3904.39,0.0,3961.34,-27.0,3977.07,19.0,31.44,-12.0,31.14,12.0,0.13,-16.0,3904.39,0.0,22.74,-14.0,13.9,8.0
1,0.1,-4.0,31.52,-13.0,0.52,16.0,3902.44,-32.0,3961.1,-12.0,0.49,-1.0,0.02,-16.0,31.37,-3.0,0.6,28.0,3902.44,0.0,3988.54,7.0,3968.66,1.0,31.89,-8.0,31.06,-26.0,0.73,31.0,3900.49,48.0,7.26,43.0,3964.7,-2.0,31.93,2.0,31.44,5.0,0.67,13.0,3901.46,32.0,3993.35,-25.0,3980.24,4.0,31.97,-3.0,31.26,11.0,0.6,-15.0,3901.46,16.0,3993.11,12.0,3989.88,4.0
1,0.72,-6.0,31.67,17.0,0.23,69.0,3910.24,16.0,3991.95,23.0,35.49,-6.0,0.5,-12.0,31.79,12.0,0.21,-4.0,3912.2,-16.0,3989.15,-9.0,54.15,8.0,0.28,-65.0,31.86,-30.0,31.92,-65367.0,3910.24,48.0,3922.62,-63.0,81.77,-45.0,31.08,-285.0,31.15,-1554.0,0.71,2530.0,3912.2,16.0,205.3,986.0,305.98,47.0,31.92,-415.0,30.93,615.0,1.31,-331.0,3911.22,0.0,54.82,-270.0,97.26,-1.0
1,0.98,-14.0,31.79,7.0,31.88,2.0,3915.12,16.0,5.91,1.0,5.67,-1.0,0.94,13.0,31.83,21.0,31.88,7.0,3915.12,32.0,7.87,2.0,3993.05,-2.0,0.93,-4.0,31.87,2.0,31.86,-14.0,3915.12,48.0,9.7,-3.0,3989.51,-5.0,0.82,3.0,31.91,-5.0,31.86,5.0,3917.07,0.0,26.59,6.0,3973.23,16.0,0.66,-198.0,31.94,-65373.0,31.94,-65096.0,3917.07,-32.0,21.34,28.0,3944.21,-223.0
0,32.0,-17.0,31.23,14.0,0.69,3.0,3903.41,-16.0,76.04,55.0,4.76,-9.0,31.88,-23.0,31.26,1.0,0.69,-7.0,3902.44,0.0,58.05,35.0,3.23,-33.0,31.63,-31.0,31.32,6.0,0.45,-21.0,3902.44,16.0,3949.63,-6.0,3968.41,-7.0,31.69,-4.0,31.33,-6.0,0.63,-15.0,3903.41,32.0,3899.51,-20.0,3967.74,-10.0,0.0,37.0,31.17,2.0,0.38,-15.0,3903.41,16.0,3911.46,-31.0,3965.3,-1.0
0,0.51,-2.0,31.58,11.0,0.46,-4.0,3902.44,32.0,3938.72,-49.0,40.79,12.0,0.35,-7.0,31.28,-8.0,0.5,0.0,3904.39,-16.0,3972.26,-5.0,40.91,15.0,0.18,-15.0,31.18,-5.0,0.46,9.0,3903.41,-32.0,3973.9,-20.0,28.23,-6.0,0.17,-20.0,31.26,9.0,0.58,-32.0,3903.41,32.0,27.99,-20.0,30.37,5.0,0.09,-34.0,31.36,3.0,0.66,0.0,3904.39,0.0,56.34,-5.0,19.33,-3.0
0,31.88,-27.0,31.02,-2.0,31.82,-101.0,3900.49,32.0,24.02,3.0,3897.99,2.0,31.35,28.0,31.16,33.0,31.49,-64.0,3903.41,-16.0,49.7,-94.0,3982.74,42.0,31.85,0.0,30.89,17.0,31.22,9.0,3902.44,0.0,58.54,-52.0,301.1,93.0,0.03,14.0,31.13,14.0,31.85,-52.0,3900.49,32.0,3896.77,-6.0,395.91,27.0,31.48,-39.0,30.99,-36.0,31.76,-5.0,3902.44,16.0,3964.76,55.0,331.34,-34.0
0,0.6,5.0,31.39,1.0,0.4,18.0,3904.39,16.0,3977.44,-1.0,0.24,0.0,0.62,-2.0,31.39,20.0,0.41,16.0,3905.37,0.0,3993.84,-9.0,3992.99,4.0,0.61,-4.0,31.39,-5.0,0.42,6.0,3905.37,0.0,3992.99,-1.0,3995.49,-1.0,0.61,25.0,31.38,1.0,0.4,12.0,3903.41,48.0,2.44,-4.0,0.79,-1.0,0.61,-17.0,31.41,3.0,0.41,-20.0,3906.34,-32.0,8.17,-2.0,0.37,3.0
0,0.01,4.0,31.0,0.0,31.47,38.0,3902.44,0.0,3979.63,1.0,3989.27,3.0,31.97,15.0,31.01,5.0,31.49,-13.0,3902.44,-16.0,3988.66,7.0,3991.46,0.0,31.97,7.0,31.04,10.0,31.51,1.0,3903.41,-32.0,0.43,-2.0,4.82,0.0,31.95,-2.0,31.04,9.0,31.49,9.0,3903.41,16.0,0.79,-4.0,1.83,6.0,31.95,-4.0,31.09,8.0,31.51,-7.0,3903.41,-16.0,5.3,4.0,5.55,-3.0
1,0.09,-20.0,31.46,2.0,0.64,9.0,3907.32,0.0,34.39,-9.0,14.94,1.0,0.0,65511.0,31.5,-8.0,0.67,17.0,3909.27,-32.0,3975.79,4.0,24.15,2.0,31.87,18.0,31.52,22.0,0.84,-17.0,3908.29,0.0,16.46,-12.0,3995.73,-17.0,31.98,-11.0,31.51,-73.0,0.7,15.0,3908.29,-32.0,3912.56,-30.0,3980.12,6.0,31.97,-4.0,31.31,30.0,0.7,-10.0,3907.32,0.0,51.16,-16.0,3987.93,4.0
0,31.21,-10.0,31.36,-11.0,31.88,13.0,3902.44,0.0,3983.11,-29.0,3971.65,-2.0,31.22,7.0,31.45,-47.0,31.74,-4.0,3902.44,0.0,21.77,-28.0,3963.35,-9.0,30.95,-7.0,31.31,-15.0,31.69,-1.0,3902.44,16.0,41.59,25.0,3981.04,6.0,30.59,-10.0,31.19,160.0,31.91,129.0,3903.41,-32.0,123.17,-86.0,52.62,-29.0,30.99,6.0,31.05,32.0,31.46,-50.0,3901.46,0.0,3938.9,-53.0,35.37,1.0
0,31.56,37.0,31.23,-93.0,31.47,-41.0,3903.41,-32.0,107.99,85.0,41.28,11.0,31.57,-19.0,31.62,-43.0,31.52,-1.0,3903.41,0.0,3961.16,-50.0,46.59,70.0,31.44,-20.0,30.72,-26.0,31.36,-3.0,3903.41,0.0,3908.54,78.0,67.62,-6.0,31.42,9.0,31.28,18.0,31.47,-29.0,3902.44,32.0,54.02,5.0,55.79,1.0,31.5,-29.0,31.18,-3.0,31.35,-9.0,3901.46,16.0,102.62,34.0,46.1,-2.0
0,31.97,-23.0,31.26,-72.0,31.12,-2.0,3902.44,-32.0,5.06,162.0,3973.66,5.0,31.74,-233.0,31.18,-48.0,31.53,609.0,3900.49,0.0,31.34,65020.0,3988.48,-147.0,31.32,-6.0,30.93,-29.0,31.33,1.0,3900.49,48.0,3968.96,54.0,3940.67,-12.0,31.58,6.0,31.24,-17.0,31.14,10.0,3899.51,64.0,53.66,21.0,3987.5,7.0,31.62,19.0,31.44,19.0,31.08,23.0,3901.46,32.0,67.38,-62.0,3984.39,33.0
0,0.5,8.0,30.87,-7.0,31.97,-14.0,3902.44,0.0,3957.99,15.0,3977.5,19.0,0.28,-23.0,30.92,8.0,31.9,8.0,3902.44,-32.0,7.38,7.0,3972.87,2.0,0.15,-17.0,31.29,24.0,31.86,-9.0,3902.44,-16.0,9.63,-47.0,3976.59,5.0,0.04,-19.0,31.25,-16.0,31.77,11.0,3903.41,0.0,18.84,-28.0,14.57,9.0,31.93,-1.0,31.03,-17.0,31.91,-14.0,3903.41,-32.0,48.48,27.0,69.02,10.0
0,0.42,0.0,31.29,-14.0,0.31,-3.0,3902.44,16.0,89.09,-34.0,3993.66,0.0,0.39,-4.0,31.16,5.0,0.46,-2.0,3902.44,-16.0,54.88,34.0,1.4,5.0,0.41,-5.0,31.34,68.0,0.47,-18.0,3901.46,32.0,108.96,11.0,3992.62,11.0,0.35,-9.0,31.64,31.0,0.45,-5.0,3903.41,16.0,3979.63,-108.0,11.1,13.0,0.41,-5.0,31.31,-28.0,31.7,-31.0,3902.44,32.0,3510.79,-100.0,30.91,39.0
1,0.09,-20.0,31.46,2.0,0.64,9.0,3907.32,0.0,34.39,-9.0,14.94,1.0,0.0,65511.0,31.5,-8.0,0.67,17.0,3909.27,-32.0,3975.79,4.0,24.15,2.0,31.87,18.0,31.52,22.0,0.84,-17.0,3908.29,0.0,16.46,-12.0,3995.73,-17.0,31.98,-11.0,31.51,-73.0,0.7,15.0,3908.29,-32.0,3912.56,-30.0,3980.12,6.0,31.97,-4.0,31.31,30.0,0.7,-10.0,3907.32,0.0,51.16,-16.0,3987.93,4.0
0,31.39,-7.0,30.8,32.0,0.3,51.0,3903.41,16.0,187.44,110.0,79.33,-21.0,31.27,-13.0,31.26,62.0,0.31,-8.0,3902.44,0.0,90.0,1.0,64.63,21.0,31.01,-119.0,31.37,91.0,0.63,244.0,3902.44,0.0,3909.27,63.0,3994.39,-89.0,30.75,15.0,31.1,-14.0,0.27,-8.0,3902.44,-16.0,3901.46,25.0,3995.85,-65532.0,31.06,7.0,31.4,17.0,32.0,-13.0,3903.41,0.0,3911.52,23.0,25.0,5.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
0,31.67,7.0,31.16,4.0,31.72,8.0,3903.41,-16.0,3916.95,-49.0,5.49,3.0,31.4,94.0,31.22,51.0,31.38,-30.0,3901.46,16.0,3802.5,34.0,3977.44,3.0,31.45,-14.0,31.16,6.0,31.34,13.0,3904.39,-32.0,3983.84,68.0,3993.23,-26.0,31.38,1.0,31.28,-29.0,31.39,24.0,3904.39,32.0,5.24,39.0,11.22,-10.0,31.42,3.0,31.13,1.0,31.35,3.0,3902.44,-16.0,70.49,42.0,32.38,-14.0
0,30.92,41.0,31.72,-7.0,0.21,-32.0,3904.39,64.0,3895.06,8.0,3793.54,9.0,31.61,20.0,31.44,-43.0,0.15,1.0,3904.39,16.0,3911.71,61.0,3902.26,38.0,31.67,-16.0,31.3,2.0,31.99,2.0,3905.37,-32.0,7.8,38.0,3.48,17.0,31.51,4.0,31.69,7.0,31.94,-32.0,3905.37,0.0,3939.02,-50.0,41.34,21.0,30.94,-34.0,31.33,-10.0,31.92,31.0,3907.32,-48.0,3920.61,49.0,66.52,5.0
0,0.12,11.0,31.15,-11.0,31.57,-14.0,3904.39,0.0,3932.26,-31.0,191.4,8.0,0.09,-7.0,30.72,49.0,31.5,-31.0,3904.39,0.0,3802.8,52.0,136.71,-3.0,0.27,-21.0,31.19,15.0,31.02,-23.0,3904.39,32.0,3947.62,79.0,171.16,13.0,0.08,11.0,31.15,27.0,31.39,-13.0,3904.39,16.0,108.41,12.0,159.94,-13.0,0.11,-14.0,31.27,-7.0,31.69,-12.0,3905.37,0.0,3960.24,-69.0,96.95,-27.0
0,0.3,-3.0,30.84,-29.0,31.52,-2.0,3904.39,-32.0,3718.11,171.0,31.1,-29.0,0.33,7.0,30.92,13.0,31.46,27.0,3902.44,16.0,209.27,62.0,3980.61,-3.0,0.35,-22.0,31.36,21.0,31.72,65.0,3901.46,64.0,297.01,-190.0,12.74,-4.0,0.29,-3.0,31.12,64.0,0.25,48.0,3903.41,16.0,186.77,1.0,7.13,-13.0,0.39,-25.0,31.06,23.0,0.26,4.0,3902.44,32.0,58.05,51.0,3.23,-11.0
0,0.27,10.0,0.09,-72.0,30.62,-80.0,3903.41,-48.0,70.91,-3.0,3986.4,40.0,0.7,34.0,31.42,-50.0,31.01,-23.0,3900.49,0.0,102.2,42.0,1.77,78.0,31.29,104.0,31.21,-116.0,31.71,-191.0,3902.44,16.0,3934.7,-117.0,3948.54,-40.0,0.09,3.0,31.34,36.0,30.93,-20.0,3902.44,-16.0,3951.46,-10.0,3979.7,22.0,0.06,53.0,31.6,38.0,31.11,-40.0,3901.46,0.0,3974.88,29.0,3947.32,-1.0
0,31.56,3.0,31.23,4.0,31.7,-26.0,3902.44,32.0,3928.05,-56.0,3981.52,15.0,31.75,13.0,31.32,-17.0,31.67,-2.0,3904.39,0.0,3874.15,-52.0,3995.43,4.0,31.55,-13.0,31.15,-49.0,31.56,11.0,3904.39,16.0,7.26,41.0,4.7,7.0,31.52,2.0,31.09,9.0,31.76,10.0,3903.41,0.0,36.65,-13.0,29.27,0.0,31.7,-16.0,31.12,-67.0,31.75,-20.0,3903.41,0.0,3919.82,-7.0,14.57,7.0
0,0.58,-8.0,31.47,14.0,0.54,11.0,3905.37,-32.0,66.89,16.0,3986.77,-4.0,0.59,10.0,31.56,35.0,0.56,34.0,3905.37,32.0,53.17,-15.0,3992.68,5.0,0.61,0.0,31.62,-2.0,0.58,23.0,3905.37,0.0,42.2,-13.0,3993.41,10.0,0.61,-10.0,31.62,10.0,0.57,38.0,3903.41,32.0,3967.56,-45.0,14.09,2.0,0.53,-6.0,31.52,44.0,0.65,-22.0,3904.39,0.0,3920.06,-4.0,1.04,-10.0
1,31.92,-6.0,31.28,2.0,0.42,14.0,3893.66,0.0,8.41,-10.0,3977.2,-14.0,31.97,13.0,31.15,-31.0,0.34,-7.0,3894.63,-32.0,3963.35,-11.0,3924.88,5.0,0.01,14.0,31.18,9.0,0.34,11.0,3893.66,0.0,3945.79,-18.0,3926.77,-15.0,0.12,7.0,31.03,6.0,0.09,-7.0,3894.63,-32.0,3899.63,3.0,3921.34,2.0,0.18,-12.0,30.96,-2.0,31.94,9.0,3894.63,16.0,3917.8,-19.0,3952.93,9.0
1,31.87,0.0,31.03,-23.0,0.22,-15.0,3896.59,0.0,3946.83,-9.0,3966.16,-18.0,31.78,15.0,30.85,28.0,0.08,10.0,3893.66,32.0,3944.27,-18.0,3929.33,2.0,31.86,-16.0,30.91,-23.0,31.98,-30.0,3895.61,16.0,3877.44,13.0,3937.93,-6.0,31.96,9.0,31.15,12.0,31.82,9.0,3896.59,-16.0,3939.39,-5.0,3934.15,3.0,0.02,-1.0,31.09,-6.0,31.75,1.0,3895.61,-16.0,3947.8,1.0,3932.62,3.0
1,31.78,-21.0,31.43,18.0,0.26,-5.0,3900.49,-32.0,3919.02,26.0,31.34,-1.0,31.24,-16.0,31.51,10.0,0.01,21.0,3900.49,-32.0,3913.72,5.0,3977.5,-11.0,30.58,-3.0,31.68,1.0,31.65,-12.0,3900.49,-16.0,3694.7,-86.0,3899.76,-16.0,30.17,-19.0,31.26,-54.0,31.11,40.0,3899.51,0.0,3331.1,34.0,3866.1,-63.0,31.16,-1.0,31.51,-19.0,31.66,-1.0,3900.49,0.0,114.27,48.0,3924.21,19.0
1,0.09,2.0,30.93,16.0,31.98,-29.0,3894.63,16.0,3968.17,12.0,3951.04,-4.0,0.13,2.0,30.66,23.0,31.84,-13.0,3895.61,0.0,3956.71,42.0,3955.06,21.0,0.11,-11.0,31.01,-1.0,31.84,0.0,3894.63,16.0,3979.27,-15.0,3972.07,2.0,0.01,5.0,31.11,-4.0,31.84,4.0,3897.56,0.0,41.1,-13.0,3991.1,0.0,31.99,1.0,31.11,10.0,31.89,-9.0,3896.59,-32.0,8.35,-1.0,3967.26,-15.0
0,31.66,24.0,31.19,14.0,31.35,-22.0,3901.46,48.0,3986.59,-15.0,3994.51,-3.0,31.58,10.0,31.24,6.0,31.45,-1.0,3900.49,32.0,3981.95,16.0,3992.68,-2.0,31.56,-4.0,31.17,-7.0,31.46,27.0,3904.39,-64.0,3972.26,18.0,3977.99,-20.0,31.66,29.0,31.16,-2.0,31.29,-20.0,3900.49,48.0,3995.91,-65533.0,3965.37,19.0,31.47,-18.0,31.23,21.0,31.3,3.0,3903.41,0.0,71.71,24.0,9.45,-11.0
0,0.31,-11.0,31.14,24.0,31.72,-25.0,3902.44,0.0,3971.52,-14.0,3939.76,2.0,0.27,6.0,31.11,12.0,31.66,-2.0,3901.46,-32.0,3983.17,-5.0,3937.68,3.0,0.22,-16.0,30.93,1.0,31.62,7.0,3905.37,-64.0,3986.46,22.0,3945.91,3.0,0.21,4.0,31.01,-7.0,31.54,-19.0,3904.39,-32.0,3969.39,-2.0,3950.79,6.0,0.09,2.0,30.96,7.0,31.48,-34.0,3903.41,-16.0,3977.8,-4.0,3975.24,2.0
1,31.97,0.0,31.59,-7.0,0.31,-35.0,3900.49,-16.0,3862.8,-20.0,10.61,7.0,31.64,-14.0,31.08,9.0,0.36,-8.0,3901.46,0.0,3964.21,49.0,73.17,11.0,31.24,-37.0,31.7,-6.0,32.0,-2.0,3898.54,32.0,3960.0,-48.0,110.49,15.0,30.48,10.0,31.34,2.0,31.86,-21.0,3898.54,16.0,3803.29,-34.0,3993.72,-36.0,31.05,5.0,31.86,-9.0,31.89,-6.0,3899.51,-16.0,3847.13,-7.0,3949.57,-5.0
0,0.31,-15.0,31.0,-25.0,31.64,13.0,3902.44,16.0,3913.48,0.0,3942.74,-3.0,0.34,-33.0,31.11,-8.0,31.45,21.0,3903.41,0.0,3993.48,-5.0,3959.21,6.0,0.11,-6.0,30.99,-1.0,31.65,-1.0,3903.41,0.0,3987.07,48.0,3984.51,-9.0,0.18,-8.0,31.04,19.0,31.62,-27.0,3903.41,16.0,13.72,3.0,5.85,6.0,0.1,0.0,31.03,-19.0,31.57,-1.0,3902.44,-32.0,3985.06,0.0,26.4,8.0
1,0.09,-20.0,31.46,2.0,0.64,9.0,3907.32,0.0,34.39,-9.0,14.94,1.0,0.0,65511.0,31.5,-8.0,0.67,17.0,3909.27,-32.0,3975.79,4.0,24.15,2.0,31.87,18.0,31.52,22.0,0.84,-17.0,3908.29,0.0,16.46,-12.0,3995.73,-17.0,31.98,-11.0,31.51,-73.0,0.7,15.0,3908.29,-32.0,3912.56,-30.0,3980.12,6.0,31.97,-4.0,31.31,30.0,0.7,-10.0,3907.32,0.0,51.16,-16.0,3987.93,4.0
1,0.99,-3.0,31.74,0.0,31.89,-16.0,3915.12,0.0,3990.79,-2.0,3991.77,-2.0,1.02,4.0,31.74,10.0,31.87,-1.0,3911.22,32.0,3983.66,-3.0,3.29,0.0,0.96,1.0,31.72,-5.0,31.83,-3.0,3913.17,-32.0,3975.98,4.0,3995.91,-5.0,0.97,5.0,31.68,-19.0,31.81,-4.0,3913.17,0.0,3992.38,8.0,3983.23,-5.0,1.0,1.0,31.73,-1.0,31.82,10.0,3913.17,16.0,4.09,0.0,3979.76,2.0
1,1.0,2.0,31.56,19.0,31.96,5.0,3910.24,0.0,10.37,-33.0,3983.11,0.0,1.06,8.0,31.78,-49.0,31.85,17.0,3910.24,16.0,3992.8,-40.0,13.66,-8.0,1.03,-8.0,31.81,-12.0,31.99,7.0,3910.24,16.0,60.98,-24.0,54.7,7.0,1.02,15.0,31.82,47.0,0.17,0.0,3910.24,16.0,62.2,51.0,47.68,8.0,0.88,1.0,0.03,5.0,0.13,19.0,3911.22,-32.0,6.22,4.0,34.82,2.0
1,31.58,-12.0,31.6,-16.0,0.13,-26.0,3898.54,16.0,3884.21,0.0,45.43,8.0,30.97,-22.0,31.73,-1.0,31.98,6.0,3899.51,-32.0,3781.1,-73.0,59.94,-4.0,30.5,-22.0,31.42,-34.0,31.77,4.0,3900.49,-32.0,3629.76,84.0,3995.06,-40.0,30.75,25.0,31.6,64.0,31.68,1.0,3899.51,0.0,3980.3,-4.0,3944.94,15.0,31.3,1.0,31.88,9.0,31.71,2.0,3901.46,-48.0,3911.89,-51.0,3939.39,-4.0
1,0.79,-5.0,31.64,16.0,0.16,33.0,3931.71,-32.0,23.84,2.0,90.49,8.0,0.74,-8.0,31.56,14.0,0.28,14.0,3930.73,-16.0,31.4,-2.0,95.98,-5.0,0.54,15.0,31.71,-52.0,0.4,5.0,3931.71,-48.0,56.89,4.0,127.62,2.0,0.19,-45.0,31.73,35.0,0.61,-10.0,3931.71,0.0,76.04,-11.0,133.84,-12.0,31.86,-105.0,31.38,59.0,0.85,67.0,3929.76,16.0,158.35,136.0,159.63,27.0
1,31.96,3.0,31.53,-59.0,0.42,6.0,3903.41,16.0,3907.07,9.0,37.13,2.0,31.81,-17.0,31.68,-1.0,0.33,-3.0,3902.44,0.0,3957.8,-25.0,92.56,12.0,31.25,-12.0,31.7,-35.0,0.13,-36.0,3904.39,0.0,3891.95,-50.0,116.28,13.0,30.28,-1.0,31.37,-15.0,31.94,8.0,3903.41,-32.0,3684.33,-21.0,81.1,-35.0,30.86,30.0,31.53,14.0,31.95,14.0,3903.41,0.0,3893.72,70.0,3966.22,-12.0
0,0.56,-6.0,31.22,5.0,0.21,1.0,3906.34,0.0,1.28,-8.0,2.68,2.0,0.55,6.0,31.19,7.0,0.25,-29.0,3906.34,-16.0,0.73,7.0,1.04,1.0,0.54,-8.0,31.21,2.0,0.24,12.0,3905.37,32.0,3994.7,5.0,3995.49,0.0,0.54,-10.0,31.21,-1.0,0.22,-7.0,3905.37,0.0,3975.06,-9.0,3995.98,0.0,0.51,27.0,31.05,-38.0,0.23,28.0,3906.34,0.0,3949.27,77.0,3994.57,11.0
0,0.58,17.0,31.11,7.0,31.8,-35.0,3908.29,-64.0,8.6,16.0,3984.27,3.0,0.63,4.0,31.17,13.0,31.79,-23.0,3908.29,-64.0,67.2,-33.0,3.17,5.0,0.51,-21.0,31.13,-19.0,31.93,-24.0,3908.29,-32.0,38.78,-6.0,0.18,12.0,0.52,2.0,31.21,-43.0,0.09,-7.0,3908.29,-32.0,3985.73,-6.0,3985.91,-12.0,0.55,3.0,31.07,2.0,0.03,19.0,3906.34,-16.0,3990.06,26.0,3982.32,1.0
1,31.87,-17.0,31.15,-9.0,0.1,23.0,3897.56,0.0,3855.85,74.0,44.39,-1.0,31.48,-53.0,31.33,34.0,0.09,-17.0,3898.54,32.0,5.37,17.0,70.61,14.0,30.48,-50.0,31.49,-4.0,31.99,-44.0,3896.59,48.0,3874.21,-42.0,57.99,-19.0,30.7,-4.0,31.6,-34.0,31.96,-6.0,3899.51,16.0,3793.35,51.0,3962.8,-16.0,30.91,1.0,31.63,-23.0,31.59,-3.0,3898.54,16.0,3745.91,-29.0,3902.5,-2.0
1,31.91,7.0,31.32,-8.0,0.33,-26.0,3897.56,0.0,2.26,4.0,3925.12,-13.0,31.75,-22.0,31.22,0.0,0.28,30.0,3897.56,-16.0,3984.63,-12.0,3898.48,-9.0,31.42,15.0,31.26,14.0,0.31,-23.0,3898.54,-16.0,3895.0,-79.0,3897.26,-14.0,31.48,-23.0,31.25,-53.0,31.9,23.0,3897.56,-16.0,3742.5,9.0,3900.67,-5.0,31.24,-25.0,31.32,-9.0,31.96,-17.0,3898.54,0.0,3827.5,-3.0,3958.6,-8.0
1,0.78,-4.0,31.64,-13.0,31.76,-1.0,3909.27,0.0,40.73,-7.0,3902.01,-16.0,0.73,-34.0,31.37,54.0,31.54,51.0,3909.27,0.0,241.04,51.0,3854.51,13.0,0.66,-15.0,31.55,-11.0,31.42,27.0,3911.22,-32.0,125.24,-65.0,3844.21,-4.0,0.71,10.0,31.28,-14.0,30.99,-29.0,3910.24,0.0,3769.15,-79.0,3834.45,10.0,0.77,-2.0,31.9,-9.0,30.79,15.0,3911.22,-16.0,3761.95,-3.0,3972.8,34.0
0,31.26,12.0,31.43,-15.0,31.53,-22.0,3901.46,32.0,19.21,-4.0,28.29,5.0,31.32,8.0,31.42,-5.0,31.53,20.0,3901.46,16.0,15.06,3.0,24.27,0.0,31.33,-13.0,31.42,17.0,31.5,-4.0,3901.46,16.0,4.27,-8.0,11.22,-7.0,31.37,-4.0,31.3,-2.0,31.43,17.0,3902.44,0.0,3967.93,7.0,2.93,-1.0,31.5,13.0,31.36,8.0,31.48,3.0,3902.44,0.0,3991.77,-5.0,9.57,4.0
0,0.14,7.0,31.03,19.0,31.44,6.0,3905.37,-32.0,3855.06,-16.0,49.02,-7.0,0.27,-10.0,31.04,-9.0,31.21,-10.0,3905.37,-16.0,3939.09,36.0,30.91,-1.0,0.32,-12.0,31.33,-28.0,31.39,4.0,3905.37,-48.0,2.2,65498.0,48.54,-9.0,0.07,12.0,30.98,-6.0,31.66,-15.0,3904.39,0.0,3978.54,-9.0,31.46,-28.0,0.16,19.0,31.08,-4.0,31.82,-2.0,3904.39,-32.0,50.0,20.0,3984.33,-43.0
0,31.86,-4.0,31.77,-8.0,31.71,45.0,3907.32,-32.0,3957.32,-90.0,3926.95,14.0,31.58,-33.0,31.36,-35.0,31.18,-10.0,3905.37,0.0,3881.46,-107.0,3987.26,54.0,30.46,-59.0,31.42,-12.0,31.74,107.0,3907.32,0.0,270.18,-159.0,129.76,-41.0,30.85,9.0,31.83,29.0,0.12,-21.0,3905.37,0.0,42.74,-56.0,48.35,26.0,30.89,8.0,31.66,18.0,0.03,-59.0,3905.37,16.0,79.15,-16.0,14.76,11.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
